Surveillance Network,Season,MMWR Year,MMWR Week,Age group,Sex,Race/Ethnicity,Site,Weekly Rate,Cumulative Rate,Week Ending Date
Combined,2020-21,2021,26,Overall,Overall,Overall,New York,1.4,556,2021-07-03T00:00:00.000
Combined,2020-21,2021,27,Overall,Overall,Overall,New York,2,558,2021-07-10T00:00:00.000
Combined,2020-21,2021,28,Overall,Overall,Overall,New York,2.7,560.7,2021-07-17T00:00:00.000
Combined,2020-21,2021,29,Overall,Overall,Overall,New York,2.4,563.1,2021-07-24T00:00:00.000
Combined,2020-21,2021,30,Overall,Overall,Overall,New York,4.1,567.2,2021-07-31T00:00:00.000
Combined,2020-21,2021,31,Overall,Overall,Overall,New York,6.7,573.9,2021-08-07T00:00:00.000
Combined,2020-21,2021,32,Overall,Overall,Overall,New York,8.1,582,2021-08-14T00:00:00.000
Combined,2020-21,2021,33,Overall,Overall,Overall,New York,8.8,590.8,2021-08-21T00:00:00.000
Combined,2020-21,2021,34,Overall,Overall,Overall,New York,10,600.8,2021-08-28T00:00:00.000
Combined,2020-21,2021,35,Overall,Overall,Overall,New York,13,613.8,2021-09-04T00:00:00.000
Combined,2020-21,2021,36,Overall,Overall,Overall,New York,12.6,626.4,2021-09-11T00:00:00.000
Combined,2020-21,2021,37,Overall,Overall,Overall,New York,11.9,638.3,2021-09-18T00:00:00.000
Combined,2020-21,2021,38,Overall,Overall,Overall,New York,13.4,651.7,2021-09-25T00:00:00.000
Combined,2020-21,2021,39,Overall,Overall,Overall,New York,12.3,664,2021-10-02T00:00:00.000
Combined,2020-21,2020,40,Overall,Overall,Overall,Ohio,2.8,2.8,2020-10-03T00:00:00.000
Combined,2020-21,2020,41,Overall,Overall,Overall,Ohio,3.3,6.1,2020-10-10T00:00:00.000
Combined,2020-21,2020,42,Overall,Overall,Overall,Ohio,3.6,9.7,2020-10-17T00:00:00.000
Combined,2020-21,2020,43,Overall,Overall,Overall,Ohio,4.2,13.9,2020-10-24T00:00:00.000
Combined,2020-21,2020,44,Overall,Overall,Overall,Ohio,5.7,19.6,2020-10-31T00:00:00.000
Combined,2020-21,2020,45,Overall,Overall,Overall,Ohio,6.2,25.8,2020-11-07T00:00:00.000
Combined,2020-21,2020,46,Overall,Overall,Overall,Ohio,8.1,33.9,2020-11-14T00:00:00.000
Combined,2020-21,2020,47,Overall,Overall,Overall,Ohio,9.3,43.2,2020-11-21T00:00:00.000
Combined,2020-21,2020,48,Overall,Overall,Overall,Ohio,7.5,50.7,2020-11-28T00:00:00.000
Combined,2020-21,2020,49,Overall,Overall,Overall,Ohio,9.4,60.1,2020-12-05T00:00:00.000
Combined,2020-21,2020,50,Overall,Overall,Overall,Ohio,7.2,67.3,2020-12-12T00:00:00.000
Combined,2020-21,2020,51,Overall,Overall,Overall,Ohio,5.5,72.8,2020-12-19T00:00:00.000
Combined,2020-21,2020,52,Overall,Overall,Overall,Ohio,4.3,77.1,2020-12-26T00:00:00.000
Combined,2020-21,2020,53,Overall,Overall,Overall,Ohio,4.8,81.9,2021-01-02T00:00:00.000
Combined,2020-21,2021,1,Overall,Overall,Overall,Ohio,5,86.9,2021-01-09T00:00:00.000
Combined,2020-21,2021,2,Overall,Overall,Overall,Ohio,4.1,91,2021-01-16T00:00:00.000
Combined,2020-21,2021,3,Overall,Overall,Overall,Ohio,4,95,2021-01-23T00:00:00.000
Combined,2020-21,2021,4,Overall,Overall,Overall,Ohio,2.1,97.1,2021-01-30T00:00:00.000
Combined,2020-21,2021,5,Overall,Overall,Overall,Ohio,2.4,99.5,2021-02-06T00:00:00.000
Combined,2020-21,2021,6,Overall,Overall,Overall,Ohio,1.6,101.1,2021-02-13T00:00:00.000
Combined,2020-21,2021,7,Overall,Overall,Overall,Ohio,2.5,103.6,2021-02-20T00:00:00.000
Combined,2020-21,2021,8,Overall,Overall,Overall,Ohio,1.2,104.8,2021-02-27T00:00:00.000
Combined,2020-21,2021,9,Overall,Overall,Overall,Ohio,1.6,106.4,2021-03-06T00:00:00.000
Combined,2020-21,2021,10,Overall,Overall,Overall,Ohio,2,108.4,2021-03-13T00:00:00.000
Combined,2020-21,2021,11,Overall,Overall,Overall,Ohio,1,109.4,2021-03-20T00:00:00.000
Combined,2020-21,2021,12,Overall,Overall,Overall,Ohio,2,111.4,2021-03-27T00:00:00.000
Combined,2020-21,2021,13,Overall,Overall,Overall,Ohio,1.9,113.3,2021-04-03T00:00:00.000
Combined,2020-21,2021,14,Overall,Overall,Overall,Ohio,1.9,115.2,2021-04-10T00:00:00.000
Combined,2020-21,2021,15,Overall,Overall,Overall,Ohio,2.6,117.8,2021-04-17T00:00:00.000
Combined,2020-21,2021,16,Overall,Overall,Overall,Ohio,2.1,119.9,2021-04-24T00:00:00.000
Combined,2020-21,2021,17,Overall,Overall,Overall,Ohio,2.2,122.1,2021-05-01T00:00:00.000
Combined,2020-21,2021,18,Overall,Overall,Overall,Ohio,1.9,124,2021-05-08T00:00:00.000
Combined,2020-21,2021,19,Overall,Overall,Overall,Ohio,1,125,2021-05-15T00:00:00.000
Combined,2020-21,2021,20,Overall,Overall,Overall,Ohio,1.4,126.4,2021-05-22T00:00:00.000
Combined,2020-21,2021,21,Overall,Overall,Overall,Ohio,1.5,127.9,2021-05-29T00:00:00.000
Combined,2020-21,2021,22,Overall,Overall,Overall,Ohio,1.3,129.2,2021-06-05T00:00:00.000
Combined,2020-21,2021,23,Overall,Overall,Overall,Ohio,0.7,129.9,2021-06-12T00:00:00.000
Combined,2020-21,2021,24,Overall,Overall,Overall,Ohio,0.8,130.7,2021-06-19T00:00:00.000
Combined,2020-21,2021,25,Overall,Overall,Overall,Ohio,0.6,131.3,2021-06-26T00:00:00.000
Combined,2020-21,2021,26,Overall,Overall,Overall,Ohio,0.5,131.8,2021-07-03T00:00:00.000
Combined,2020-21,2021,27,Overall,Overall,Overall,Ohio,0.5,132.3,2021-07-10T00:00:00.000
Combined,2020-21,2021,28,Overall,Overall,Overall,Ohio,1.2,133.5,2021-07-17T00:00:00.000
Combined,2020-21,2021,29,Overall,Overall,Overall,Ohio,1.5,135,2021-07-24T00:00:00.000
Combined,2020-21,2021,30,Overall,Overall,Overall,Ohio,1.5,136.5,2021-07-31T00:00:00.000
Combined,2020-21,2021,31,Overall,Overall,Overall,Ohio,2.5,139,2021-08-07T00:00:00.000
Combined,2020-21,2021,32,Overall,Overall,Overall,Ohio,3,142,2021-08-14T00:00:00.000
Combined,2020-21,2021,33,Overall,Overall,Overall,Ohio,2.9,144.9,2021-08-21T00:00:00.000
Combined,2020-21,2021,34,Overall,Overall,Overall,Ohio,4.4,149.3,2021-08-28T00:00:00.000
Combined,2020-21,2021,35,Overall,Overall,Overall,Ohio,5.7,155,2021-09-04T00:00:00.000
Combined,2020-21,2021,36,Overall,Overall,Overall,Ohio,5.8,160.8,2021-09-11T00:00:00.000
Combined,2020-21,2021,37,Overall,Overall,Overall,Ohio,5.6,166.4,2021-09-18T00:00:00.000
Combined,2020-21,2021,38,Overall,Overall,Overall,Ohio,5.7,172.1,2021-09-25T00:00:00.000
Combined,2020-21,2021,39,Overall,Overall,Overall,Ohio,4.9,177,2021-10-02T00:00:00.000
Combined,2020-21,2020,40,Overall,Overall,Overall,Oregon,2.5,2.5,2020-10-03T00:00:00.000
Combined,2020-21,2020,41,Overall,Overall,Overall,Oregon,3.6,6.1,2020-10-10T00:00:00.000
Combined,2020-21,2020,42,Overall,Overall,Overall,Oregon,3.6,9.7,2020-10-17T00:00:00.000
Combined,2020-21,2020,43,Overall,Overall,Overall,Oregon,3.5,13.2,2020-10-24T00:00:00.000
Combined,2020-21,2020,44,Overall,Overall,Overall,Oregon,3.8,17,2020-10-31T00:00:00.000
Combined,2020-21,2020,45,Overall,Overall,Overall,Oregon,7.4,24.4,2020-11-07T00:00:00.000
Combined,2020-21,2020,46,Overall,Overall,Overall,Oregon,9.6,34,2020-11-14T00:00:00.000
Combined,2020-21,2020,47,Overall,Overall,Overall,Oregon,11,45,2020-11-21T00:00:00.000
Combined,2020-21,2020,48,Overall,Overall,Overall,Oregon,13.3,58.3,2020-11-28T00:00:00.000
Combined,2020-21,2020,49,Overall,Overall,Overall,Oregon,13,71.3,2020-12-05T00:00:00.000
Combined,2020-21,2020,50,Overall,Overall,Overall,Oregon,11.5,82.8,2020-12-12T00:00:00.000
Combined,2020-21,2020,51,Overall,Overall,Overall,Oregon,11.5,94.3,2020-12-19T00:00:00.000
Combined,2020-21,2020,52,Overall,Overall,Overall,Oregon,8.8,103.1,2020-12-26T00:00:00.000
Combined,2020-21,2020,53,Overall,Overall,Overall,Oregon,8.9,112,2021-01-02T00:00:00.000
Combined,2020-21,2021,1,Overall,Overall,Overall,Oregon,9.6,121.6,2021-01-09T00:00:00.000
Combined,2020-21,2021,2,Overall,Overall,Overall,Oregon,7.3,128.9,2021-01-16T00:00:00.000
Combined,2020-21,2021,3,Overall,Overall,Overall,Oregon,6,134.9,2021-01-23T00:00:00.000
Combined,2020-21,2021,4,Overall,Overall,Overall,Oregon,5.9,140.8,2021-01-30T00:00:00.000
Combined,2020-21,2021,5,Overall,Overall,Overall,Oregon,5,145.8,2021-02-06T00:00:00.000
Combined,2020-21,2021,6,Overall,Overall,Overall,Oregon,4.3,150.1,2021-02-13T00:00:00.000
Combined,2020-21,2021,7,Overall,Overall,Overall,Oregon,2.9,153,2021-02-20T00:00:00.000
Combined,2020-21,2021,8,Overall,Overall,Overall,Oregon,2.5,155.5,2021-02-27T00:00:00.000
Combined,2020-21,2021,9,Overall,Overall,Overall,Oregon,2.4,157.9,2021-03-06T00:00:00.000
Combined,2020-21,2021,10,Overall,Overall,Overall,Oregon,2.9,160.8,2021-03-13T00:00:00.000
Combined,2020-21,2021,11,Overall,Overall,Overall,Oregon,2.6,163.4,2021-03-20T00:00:00.000
Combined,2020-21,2021,12,Overall,Overall,Overall,Oregon,2.6,166,2021-03-27T00:00:00.000
Combined,2020-21,2021,13,Overall,Overall,Overall,Oregon,2.9,168.9,2021-04-03T00:00:00.000
Combined,2020-21,2021,14,Overall,Overall,Overall,Oregon,3.7,172.6,2021-04-10T00:00:00.000
Combined,2020-21,2021,15,Overall,Overall,Overall,Oregon,4.5,177.1,2021-04-17T00:00:00.000
Combined,2020-21,2021,16,Overall,Overall,Overall,Oregon,6,183.1,2021-04-24T00:00:00.000
Combined,2020-21,2021,17,Overall,Overall,Overall,Oregon,6.5,189.6,2021-05-01T00:00:00.000
Combined,2020-21,2021,18,Overall,Overall,Overall,Oregon,6,195.6,2021-05-08T00:00:00.000
Combined,2020-21,2021,19,Overall,Overall,Overall,Oregon,5.8,201.4,2021-05-15T00:00:00.000
Combined,2020-21,2021,20,Overall,Overall,Overall,Oregon,4.7,206.1,2021-05-22T00:00:00.000
Combined,2020-21,2021,21,Overall,Overall,Overall,Oregon,4.1,210.2,2021-05-29T00:00:00.000
Combined,2020-21,2021,22,Overall,Overall,Overall,Oregon,3.3,213.5,2021-06-05T00:00:00.000
Combined,2020-21,2021,23,Overall,Overall,Overall,Oregon,2.6,216.1,2021-06-12T00:00:00.000
Combined,2020-21,2021,24,Overall,Overall,Overall,Oregon,2.6,218.7,2021-06-19T00:00:00.000
Combined,2020-21,2021,25,Overall,Overall,Overall,Oregon,2.6,221.3,2021-06-26T00:00:00.000
Combined,2020-21,2021,26,Overall,Overall,Overall,Oregon,2.2,223.5,2021-07-03T00:00:00.000
Combined,2020-21,2021,27,Overall,Overall,Overall,Oregon,1.5,225,2021-07-10T00:00:00.000
Combined,2020-21,2021,28,Overall,Overall,Overall,Oregon,1.6,226.6,2021-07-17T00:00:00.000
Combined,2020-21,2021,29,Overall,Overall,Overall,Oregon,2.2,228.8,2021-07-24T00:00:00.000
Combined,2020-21,2021,30,Overall,Overall,Overall,Oregon,3.2,232,2021-07-31T00:00:00.000
Combined,2020-21,2021,31,Overall,Overall,Overall,Oregon,6.1,238.1,2021-08-07T00:00:00.000
Combined,2020-21,2021,32,Overall,Overall,Overall,Oregon,6.2,244.3,2021-08-14T00:00:00.000
Combined,2020-21,2021,33,Overall,Overall,Overall,Oregon,6.2,250.5,2021-08-21T00:00:00.000
Combined,2020-21,2021,34,Overall,Overall,Overall,Oregon,7.3,257.8,2021-08-28T00:00:00.000
Combined,2020-21,2021,35,Overall,Overall,Overall,Oregon,8.1,265.9,2021-09-04T00:00:00.000
Combined,2020-21,2021,36,Overall,Overall,Overall,Oregon,9.6,275.5,2021-09-11T00:00:00.000
Combined,2020-21,2021,37,Overall,Overall,Overall,Oregon,9.3,284.8,2021-09-18T00:00:00.000
Combined,2020-21,2021,38,Overall,Overall,Overall,Oregon,7.5,292.3,2021-09-25T00:00:00.000
Combined,2020-21,2021,39,Overall,Overall,Overall,Oregon,6.4,298.7,2021-10-02T00:00:00.000
Combined,2020-21,2020,40,Overall,Overall,Overall,Tennessee,6.2,6.2,2020-10-03T00:00:00.000
Combined,2020-21,2020,41,Overall,Overall,Overall,Tennessee,9.6,15.8,2020-10-10T00:00:00.000
Combined,2020-21,2020,42,Overall,Overall,Overall,Tennessee,10.3,26.1,2020-10-17T00:00:00.000
Combined,2020-21,2020,43,Overall,Overall,Overall,Tennessee,12.6,38.7,2020-10-24T00:00:00.000
Combined,2020-21,2020,44,Overall,Overall,Overall,Tennessee,15,53.7,2020-10-31T00:00:00.000
Combined,2020-21,2020,45,Overall,Overall,Overall,Tennessee,15.4,69.1,2020-11-07T00:00:00.000
Combined,2020-21,2020,46,Overall,Overall,Overall,Tennessee,20.7,89.8,2020-11-14T00:00:00.000
Combined,2020-21,2020,47,Overall,Overall,Overall,Tennessee,23.8,113.6,2020-11-21T00:00:00.000
Combined,2020-21,2020,48,Overall,Overall,Overall,Tennessee,22,135.6,2020-11-28T00:00:00.000
Combined,2020-21,2020,49,Overall,Overall,Overall,Tennessee,25.4,161,2020-12-05T00:00:00.000
Combined,2020-21,2020,50,Overall,Overall,Overall,Tennessee,26.3,187.3,2020-12-12T00:00:00.000
Combined,2020-21,2020,51,Overall,Overall,Overall,Tennessee,25.5,212.8,2020-12-19T00:00:00.000
Combined,2020-21,2020,52,Overall,Overall,Overall,Tennessee,28.1,240.9,2020-12-26T00:00:00.000
Combined,2020-21,2020,53,Overall,Overall,Overall,Tennessee,30.1,271,2021-01-02T00:00:00.000
Combined,2020-21,2021,1,Overall,Overall,Overall,Tennessee,31.3,302.3,2021-01-09T00:00:00.000
Combined,2020-21,2021,2,Overall,Overall,Overall,Tennessee,23.9,326.2,2021-01-16T00:00:00.000
Combined,2020-21,2021,3,Overall,Overall,Overall,Tennessee,19,345.2,2021-01-23T00:00:00.000
Combined,2020-21,2021,4,Overall,Overall,Overall,Tennessee,13.4,358.6,2021-01-30T00:00:00.000
Combined,2020-21,2021,5,Overall,Overall,Overall,Tennessee,13.9,372.5,2021-02-06T00:00:00.000
Combined,2020-21,2021,6,Overall,Overall,Overall,Tennessee,9.2,381.7,2021-02-13T00:00:00.000
Combined,2020-21,2021,7,Overall,Overall,Overall,Tennessee,8.9,390.6,2021-02-20T00:00:00.000
Combined,2020-21,2021,8,Overall,Overall,Overall,Tennessee,9.1,399.7,2021-02-27T00:00:00.000
Combined,2020-21,2021,9,Overall,Overall,Overall,Tennessee,6.5,406.2,2021-03-06T00:00:00.000
Combined,2020-21,2021,10,Overall,Overall,Overall,Tennessee,6.5,412.7,2021-03-13T00:00:00.000
Combined,2020-21,2021,11,Overall,Overall,Overall,Tennessee,9.4,422.1,2021-03-20T00:00:00.000
Combined,2020-21,2021,12,Overall,Overall,Overall,Tennessee,10.9,433,2021-03-27T00:00:00.000
Combined,2020-21,2021,13,Overall,Overall,Overall,Tennessee,10.1,443.1,2021-04-03T00:00:00.000
Combined,2020-21,2021,14,Overall,Overall,Overall,Tennessee,10.1,453.2,2021-04-10T00:00:00.000
Combined,2020-21,2021,15,Overall,Overall,Overall,Tennessee,8.5,461.7,2021-04-17T00:00:00.000
Combined,2020-21,2021,16,Overall,Overall,Overall,Tennessee,7,468.7,2021-04-24T00:00:00.000
Combined,2020-21,2021,17,Overall,Overall,Overall,Tennessee,5.4,474.1,2021-05-01T00:00:00.000
Combined,2020-21,2021,18,Overall,Overall,Overall,Tennessee,5,479.1,2021-05-08T00:00:00.000
Combined,2020-21,2021,19,Overall,Overall,Overall,Tennessee,4.9,484,2021-05-15T00:00:00.000
Combined,2020-21,2021,20,Overall,Overall,Overall,Tennessee,4.7,488.7,2021-05-22T00:00:00.000
Combined,2020-21,2021,21,Overall,Overall,Overall,Tennessee,3.2,491.9,2021-05-29T00:00:00.000
Combined,2020-21,2021,22,Overall,Overall,Overall,Tennessee,2.7,494.6,2021-06-05T00:00:00.000
Combined,2020-21,2021,23,Overall,Overall,Overall,Tennessee,2.8,497.4,2021-06-12T00:00:00.000
Combined,2020-21,2021,24,Overall,Overall,Overall,Tennessee,3,500.4,2021-06-19T00:00:00.000
Combined,2020-21,2021,25,Overall,Overall,Overall,Tennessee,2,502.4,2021-06-26T00:00:00.000
Combined,2020-21,2021,26,Overall,Overall,Overall,Tennessee,2.7,505.1,2021-07-03T00:00:00.000
Combined,2020-21,2021,27,Overall,Overall,Overall,Tennessee,3.5,508.6,2021-07-10T00:00:00.000
Combined,2020-21,2021,28,Overall,Overall,Overall,Tennessee,6.7,515.3,2021-07-17T00:00:00.000
Combined,2020-21,2021,29,Overall,Overall,Overall,Tennessee,9.9,525.2,2021-07-24T00:00:00.000
Combined,2020-21,2021,30,Overall,Overall,Overall,Tennessee,11.8,537,2021-07-31T00:00:00.000
Combined,2020-21,2021,31,Overall,Overall,Overall,Tennessee,16.2,553.2,2021-08-07T00:00:00.000
Combined,2020-21,2021,32,Overall,Overall,Overall,Tennessee,20.9,574.1,2021-08-14T00:00:00.000
Combined,2020-21,2021,33,Overall,Overall,Overall,Tennessee,22.7,596.8,2021-08-21T00:00:00.000
Combined,2020-21,2021,34,Overall,Overall,Overall,Tennessee,29.2,626,2021-08-28T00:00:00.000
Combined,2020-21,2021,35,Overall,Overall,Overall,Tennessee,32.4,658.4,2021-09-04T00:00:00.000
Combined,2020-21,2021,36,Overall,Overall,Overall,Tennessee,27,685.4,2021-09-11T00:00:00.000
Combined,2020-21,2021,37,Overall,Overall,Overall,Tennessee,21.6,707,2021-09-18T00:00:00.000
Combined,2020-21,2021,38,Overall,Overall,Overall,Tennessee,18.5,725.5,2021-09-25T00:00:00.000
Combined,2020-21,2021,39,Overall,Overall,Overall,Tennessee,14.1,739.6,2021-10-02T00:00:00.000
Combined,2020-21,2020,40,Overall,Overall,Overall,Utah,7.1,7.1,2020-10-03T00:00:00.000
Combined,2020-21,2020,41,Overall,Overall,Overall,Utah,10.5,17.6,2020-10-10T00:00:00.000
Combined,2020-21,2020,42,Overall,Overall,Overall,Utah,9.4,27,2020-10-17T00:00:00.000
Combined,2020-21,2020,43,Overall,Overall,Overall,Utah,11.2,38.2,2020-10-24T00:00:00.000
Combined,2020-21,2020,44,Overall,Overall,Overall,Utah,13.6,51.8,2020-10-31T00:00:00.000
Combined,2020-21,2020,45,Overall,Overall,Overall,Utah,17.7,69.5,2020-11-07T00:00:00.000
Combined,2020-21,2020,46,Overall,Overall,Overall,Utah,17.3,86.8,2020-11-14T00:00:00.000
Combined,2020-21,2020,47,Overall,Overall,Overall,Utah,20.2,107,2020-11-21T00:00:00.000
Combined,2020-21,2020,48,Overall,Overall,Overall,Utah,16.8,123.8,2020-11-28T00:00:00.000
Combined,2020-21,2020,49,Overall,Overall,Overall,Utah,15.8,139.6,2020-12-05T00:00:00.000
Combined,2020-21,2020,50,Overall,Overall,Overall,Utah,16.5,156.1,2020-12-12T00:00:00.000
Combined,2020-21,2020,51,Overall,Overall,Overall,Utah,14.2,170.3,2020-12-19T00:00:00.000
Combined,2020-21,2020,52,Overall,Overall,Overall,Utah,12.5,182.8,2020-12-26T00:00:00.000
Combined,2020-21,2020,53,Overall,Overall,Overall,Utah,13,195.8,2021-01-02T00:00:00.000
Combined,2020-21,2021,1,Overall,Overall,Overall,Utah,17.6,213.4,2021-01-09T00:00:00.000
Combined,2020-21,2021,2,Overall,Overall,Overall,Utah,15.4,228.8,2021-01-16T00:00:00.000
Combined,2020-21,2021,3,Overall,Overall,Overall,Utah,11.2,240,2021-01-23T00:00:00.000
Combined,2020-21,2021,4,Overall,Overall,Overall,Utah,9.8,249.8,2021-01-30T00:00:00.000
Combined,2020-21,2021,5,Overall,Overall,Overall,Utah,7.1,256.9,2021-02-06T00:00:00.000
Combined,2020-21,2021,6,Overall,Overall,Overall,Utah,7.3,264.2,2021-02-13T00:00:00.000
Combined,2020-21,2021,7,Overall,Overall,Overall,Utah,7.1,271.3,2021-02-20T00:00:00.000
Combined,2020-21,2021,8,Overall,Overall,Overall,Utah,5,276.3,2021-02-27T00:00:00.000
Combined,2020-21,2021,9,Overall,Overall,Overall,Utah,4.8,281.1,2021-03-06T00:00:00.000
Combined,2020-21,2021,10,Overall,Overall,Overall,Utah,4.3,285.4,2021-03-13T00:00:00.000
Combined,2020-21,2021,11,Overall,Overall,Overall,Utah,3.7,289.1,2021-03-20T00:00:00.000
Combined,2020-21,2021,12,Overall,Overall,Overall,Utah,3.9,293,2021-03-27T00:00:00.000
Combined,2020-21,2021,13,Overall,Overall,Overall,Utah,3.5,296.5,2021-04-03T00:00:00.000
Combined,2020-21,2021,14,Overall,Overall,Overall,Utah,3.3,299.8,2021-04-10T00:00:00.000
Combined,2020-21,2021,15,Overall,Overall,Overall,Utah,3.3,303.1,2021-04-17T00:00:00.000
Combined,2020-21,2021,16,Overall,Overall,Overall,Utah,3.9,307,2021-04-24T00:00:00.000
Combined,2020-21,2021,17,Overall,Overall,Overall,Utah,4.2,311.2,2021-05-01T00:00:00.000
Combined,2020-21,2021,18,Overall,Overall,Overall,Utah,3.9,315.1,2021-05-08T00:00:00.000
Combined,2020-21,2021,19,Overall,Overall,Overall,Utah,5.1,320.2,2021-05-15T00:00:00.000
Combined,2020-21,2021,20,Overall,Overall,Overall,Utah,3.8,324,2021-05-22T00:00:00.000
Combined,2020-21,2021,21,Overall,Overall,Overall,Utah,3.4,327.4,2021-05-29T00:00:00.000
Combined,2020-21,2021,22,Overall,Overall,Overall,Utah,3.9,331.3,2021-06-05T00:00:00.000
Combined,2020-21,2021,23,Overall,Overall,Overall,Utah,4.2,335.5,2021-06-12T00:00:00.000
Combined,2020-21,2021,24,Overall,Overall,Overall,Utah,3.6,339.1,2021-06-19T00:00:00.000
Combined,2020-21,2021,25,Overall,Overall,Overall,Utah,4.3,343.4,2021-06-26T00:00:00.000
Combined,2020-21,2021,26,Overall,Overall,Overall,Utah,3.9,347.3,2021-07-03T00:00:00.000
Combined,2020-21,2021,27,Overall,Overall,Overall,Utah,5,352.3,2021-07-10T00:00:00.000
Combined,2020-21,2021,28,Overall,Overall,Overall,Utah,6.6,358.9,2021-07-17T00:00:00.000
Combined,2020-21,2021,29,Overall,Overall,Overall,Utah,6.8,365.7,2021-07-24T00:00:00.000
Combined,2020-21,2021,30,Overall,Overall,Overall,Utah,9.2,374.9,2021-07-31T00:00:00.000
Combined,2020-21,2021,31,Overall,Overall,Overall,Utah,8.7,383.6,2021-08-07T00:00:00.000
Combined,2020-21,2021,32,Overall,Overall,Overall,Utah,9.2,392.8,2021-08-14T00:00:00.000
Combined,2020-21,2021,33,Overall,Overall,Overall,Utah,9.6,402.4,2021-08-21T00:00:00.000
Combined,2020-21,2021,34,Overall,Overall,Overall,Utah,11.1,413.5,2021-08-28T00:00:00.000
Combined,2020-21,2021,35,Overall,Overall,Overall,Utah,11.2,424.7,2021-09-04T00:00:00.000
Combined,2020-21,2021,36,Overall,Overall,Overall,Utah,12.3,437,2021-09-11T00:00:00.000
Combined,2020-21,2021,37,Overall,Overall,Overall,Utah,9.7,446.7,2021-09-18T00:00:00.000
Combined,2020-21,2021,38,Overall,Overall,Overall,Utah,10.3,457,2021-09-25T00:00:00.000
Combined,2020-21,2021,39,Overall,Overall,Overall,Utah,11.9,468.9,2021-10-02T00:00:00.000
Combined,2021-22,2021,40,Overall,Overall,"A/PI, non-Hispanic",Overall,3.3,3.3,2021-10-09T00:00:00.000
Combined,2021-22,2021,41,Overall,Overall,"A/PI, non-Hispanic",Overall,3.2,6.5,2021-10-16T00:00:00.000
Combined,2021-22,2021,42,Overall,Overall,"A/PI, non-Hispanic",Overall,2.9,9.4,2021-10-23T00:00:00.000
Combined,2021-22,2021,43,Overall,Overall,"A/PI, non-Hispanic",Overall,2.3,11.7,2021-10-30T00:00:00.000
Combined,2021-22,2021,44,Overall,Overall,"A/PI, non-Hispanic",Overall,3.2,14.9,2021-11-06T00:00:00.000
Combined,2021-22,2021,45,Overall,Overall,"A/PI, non-Hispanic",Overall,3.7,18.6,2021-11-13T00:00:00.000
Combined,2021-22,2021,46,Overall,Overall,"A/PI, non-Hispanic",Overall,4.5,23.2,2021-11-20T00:00:00.000
Combined,2021-22,2021,47,Overall,Overall,"A/PI, non-Hispanic",Overall,4.9,28,2021-11-27T00:00:00.000
Combined,2021-22,2021,48,Overall,Overall,"A/PI, non-Hispanic",Overall,5.1,33.1,2021-12-04T00:00:00.000
Combined,2021-22,2021,49,Overall,Overall,"A/PI, non-Hispanic",Overall,5.4,38.6,2021-12-11T00:00:00.000
Combined,2021-22,2021,50,Overall,Overall,"A/PI, non-Hispanic",Overall,5.4,44,2021-12-18T00:00:00.000
Combined,2021-22,2021,51,Overall,Overall,"A/PI, non-Hispanic",Overall,5.4,49.4,2021-12-25T00:00:00.000
Combined,2021-22,2021,52,Overall,Overall,"A/PI, non-Hispanic",Overall,10.1,59.6,2022-01-01T00:00:00.000
Combined,2021-22,2022,1,Overall,Overall,"A/PI, non-Hispanic",Overall,17.5,77,2022-01-08T00:00:00.000
Combined,2021-22,2022,2,Overall,Overall,"A/PI, non-Hispanic",Overall,16.9,93.9,2022-01-15T00:00:00.000
Combined,2021-22,2022,3,Overall,Overall,"A/PI, non-Hispanic",Overall,15.9,109.9,2022-01-22T00:00:00.000
Combined,2021-22,2022,4,Overall,Overall,"A/PI, non-Hispanic",Overall,11.5,121.4,2022-01-29T00:00:00.000
Combined,2021-22,2022,5,Overall,Overall,"A/PI, non-Hispanic",Overall,8.6,130,2022-02-05T00:00:00.000
Combined,2021-22,2022,6,Overall,Overall,"A/PI, non-Hispanic",Overall,6.6,136.6,2022-02-12T00:00:00.000
Combined,2021-22,2022,7,Overall,Overall,"A/PI, non-Hispanic",Overall,4.3,140.9,2022-02-19T00:00:00.000
Combined,2021-22,2022,8,Overall,Overall,"A/PI, non-Hispanic",Overall,3.9,144.9,2022-02-26T00:00:00.000
Combined,2021-22,2022,9,Overall,Overall,"A/PI, non-Hispanic",Overall,3.5,148.3,2022-03-05T00:00:00.000
Combined,2021-22,2022,10,Overall,Overall,"A/PI, non-Hispanic",Overall,1.9,150.2,2022-03-12T00:00:00.000
Combined,2021-22,2022,11,Overall,Overall,"A/PI, non-Hispanic",Overall,2,152.2,2022-03-19T00:00:00.000
Combined,2021-22,2022,12,Overall,Overall,"A/PI, non-Hispanic",Overall,1.8,154,2022-03-26T00:00:00.000
Combined,2021-22,2022,13,Overall,Overall,"A/PI, non-Hispanic",Overall,1.3,155.3,2022-04-02T00:00:00.000
Combined,2021-22,2022,14,Overall,Overall,"A/PI, non-Hispanic",Overall,2.2,157.6,2022-04-09T00:00:00.000
Combined,2021-22,2022,15,Overall,Overall,"A/PI, non-Hispanic",Overall,2,159.5,2022-04-16T00:00:00.000
Combined,2021-22,2022,16,Overall,Overall,"A/PI, non-Hispanic",Overall,2.6,162.2,2022-04-23T00:00:00.000
Combined,2021-22,2022,17,Overall,Overall,"A/PI, non-Hispanic",Overall,2.9,165.1,2022-04-30T00:00:00.000
